id,question,subcategory,expected_route,actual_route,status_code,latency_ms,answer,answer_present,fallback,source_count,expected_source_found,expected_page_found,reference_token_recall,citation_count,citation_link_precision,groundedness_score,groundedness_pass,claim_support_rate,supported_statement_count,statement_count,timeout_stage,operational_success,route_correct,error
pdf-rag-001,"What coverage or rule is described for ""Grounding, strike or bankruptcy of your airline or tour operator"" in assistance brochure?",assistance-brochure,retrieval_only,retrieval_only,200,120996.842,"Travel assistance includes cancellation protection for supported unforeseen events before departure [assistance-brochure.pdf, page 4].
While travelling, supported benefits include transport, lodging, advances or unused services [assistance-brochure.pdf, page 4].

The coverage for ""Grounding, strike or bankruptcy of your airline or tour operator"" falls under the insured events for cancellation cost insurance. This coverage applies if such events occur before your departure, making it impossible for you to set off on your journey. 

Source: [assistance-brochure.pdf, page 4]",True,False,8,True,True,0.6666666666666666,3,1.0,1.0,True,1.0,5,5,,True,True,
pdf-rag-002,"How does assistance brochure describe ""Cancellation cost insurance Cancellation cost insurance covers you for unforeseen""?",assistance-brochure,retrieval_only,,504,181631.252,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-003,"What does assistance brochure say concerning ""“All-round insurance: in your leisure time, while travelling, worldwide.” Good""?",assistance-brochure,retrieval_only,,504,181654.25,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-004,"According to assistance brochure, what does it state about ""Cancellation cost insurance covers you for unforeseen events occurring before""?",assistance-brochure,retrieval_only,,504,181601.982,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-005,"What coverage or rule is described for ""Under the motor vehicle Assistance policy, cover is provided in"" in assistance brochure?",assistance-brochure,retrieval_only,retrieval_only,200,23002.362,"I cannot provide a safe, policy-compliant answer for this request. Please rephrase.",True,False,0,False,False,0.045454545454545456,0,,,,0.0,0,1,,True,True,
pdf-rag-006,"How does assistance brochure describe ""Assistance for persons Assistance for persons provides insurance to cover""?",assistance-brochure,retrieval_only,,504,181718.17,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-007,"What does assistance brochure say concerning ""Assistance for persons provides insurance to cover you if anything""?",assistance-brochure,retrieval_only,,504,180711.443,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-008,"According to assistance brochure, what does it state about ""If you are unable to continue your journey due to""?",assistance-brochure,retrieval_only,,504,180700.125,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-009,"What coverage or rule is described for ""Cover for e-bikes and motorcycles is valid in Switzerland and"" in assistance brochure?",assistance-brochure,retrieval_only,retrieval_only,200,170575.278,"I cannot provide a safe, policy-compliant answer for this request. Please rephrase.",True,False,0,False,False,0.07407407407407407,0,,,,0.0,0,1,,True,True,
pdf-rag-010,"How does assistance brochure describe ""Motor vehicle Assistance If you travel by car or motorbike""?",assistance-brochure,retrieval_only,,504,181153.003,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
