id,question,subcategory,expected_route,actual_route,status_code,latency_ms,answer,answer_present,fallback,source_count,expected_source_found,expected_page_found,reference_token_recall,citation_count,citation_link_precision,groundedness_score,groundedness_pass,claim_support_rate,supported_statement_count,statement_count,timeout_stage,operational_success,route_correct,error
pdf-rag-001,"What coverage or rule is described for ""Grounding, strike or bankruptcy of your airline or tour operator"" in assistance brochure?",assistance-brochure,retrieval_only,,503,10055.348,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-002,"How does assistance brochure describe ""Cancellation cost insurance Cancellation cost insurance covers you for unforeseen""?",assistance-brochure,retrieval_only,,503,11734.916,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-003,"What does assistance brochure say concerning ""“All-round insurance: in your leisure time, while travelling, worldwide.” Good""?",assistance-brochure,retrieval_only,,503,10234.277,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-004,"According to assistance brochure, what does it state about ""Cancellation cost insurance covers you for unforeseen events occurring before""?",assistance-brochure,retrieval_only,,503,10071.391,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-005,"What coverage or rule is described for ""Under the motor vehicle Assistance policy, cover is provided in"" in assistance brochure?",assistance-brochure,retrieval_only,,503,8481.827,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-006,"How does assistance brochure describe ""Assistance for persons Assistance for persons provides insurance to cover""?",assistance-brochure,retrieval_only,,503,11399.559,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-007,"What does assistance brochure say concerning ""Assistance for persons provides insurance to cover you if anything""?",assistance-brochure,retrieval_only,,503,11779.03,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-008,"According to assistance brochure, what does it state about ""If you are unable to continue your journey due to""?",assistance-brochure,retrieval_only,,503,10029.451,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-009,"What coverage or rule is described for ""Cover for e-bikes and motorcycles is valid in Switzerland and"" in assistance brochure?",assistance-brochure,retrieval_only,,503,10608.436,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-010,"How does assistance brochure describe ""Motor vehicle Assistance If you travel by car or motorbike""?",assistance-brochure,retrieval_only,,503,11276.159,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-011,"What does assistance sti say concerning ""C5 Bias of the assessor The insurance does not cover""?",assistance-sti,retrieval_only,,503,15687.71,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-012,"According to assistance sti, what does it state about ""B2 Delayed commencement of travel If, as a result of""?",assistance-sti,retrieval_only,,503,16609.517,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-013,"What coverage or rule is described for ""C6 Non-specialist medical assessment The insurance does not cover events"" in assistance sti?",assistance-sti,retrieval_only,,503,9567.141,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-014,"How does assistance sti describe ""However, we will grant the insured persons coverage if these""?",assistance-sti,retrieval_only,,503,31202.463,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-015,"What does assistance sti say concerning ""A3 Failure and delays If, either before beginning a journey""?",assistance-sti,retrieval_only,,503,19786.693,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-016,"According to assistance sti, what does it state about ""H4 Search, rescue and recovery costs Search, rescue and recovery""?",assistance-sti,retrieval_only,,503,16109.487,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-017,"What coverage or rule is described for ""In addition, under age children travelling in the care of"" in assistance sti?",assistance-sti,retrieval_only,,503,18037.423,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-018,"How does assistance sti describe ""E1 Call-back and transport costs D5 Damage to property at""?",assistance-sti,retrieval_only,,503,17555.28,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-019,"What does assistance sti say concerning ""CHF 2ʼ000 per insured person if the insured person requires""?",assistance-sti,retrieval_only,,503,16555.755,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-020,"According to assistance sti, what does it state about ""Spare parts are deemed to be only those parts ordinarily""?",assistance-sti,retrieval_only,,503,24886.657,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-021,"What coverage or rule is described for ""K6 Transport and additional transport costs The costs incurred by"" in assistance sti?",assistance-sti,retrieval_only,,503,26473.428,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-022,"How does assistance sti describe ""The benefits are limited to the amount of the agreed""?",assistance-sti,retrieval_only,,503,22222.194,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-023,"What does assistance sti say concerning ""These benefits cannot be combined with the benefits from personal""?",assistance-sti,retrieval_only,,503,21838.188,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-024,"According to assistance sti, what does it state about ""the breakage of vehicle parts made of glass or materials""?",assistance-sti,retrieval_only,,503,11770.595,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-025,"What coverage or rule is described for ""For the costs for the unused part of the stay"" in assistance sti?",assistance-sti,retrieval_only,,503,19822.232,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-026,"How does assistance sti describe ""K1 Breakdown assistance Costs for breakdown assistance, including spare parts""?",assistance-sti,retrieval_only,,503,20721.295,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-027,"What does assistance sti say concerning ""Close person Married or common law partners as well as""?",assistance-sti,retrieval_only,,503,20253.966,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-028,"According to assistance sti, what does it state about ""Replacement vehicle A replacement vehicle is a vehicle provided temporarily""?",assistance-sti,retrieval_only,,503,11062.457,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-029,"What coverage or rule is described for ""The additional call back and transportation costs for the direct"" in assistance sti?",assistance-sti,retrieval_only,,503,15223.599,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-030,"How does assistance sti describe ""We will therefore explain the most important expressions here in""?",assistance-sti,retrieval_only,,503,20481.858,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-031,"What does brochure household contents and private liability say concerning ""Scope of the insurance cover Household contents includes all movables""?",brochure-household-contents-and-private-liability,retrieval_only,,503,19419.134,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-032,"According to brochure household contents and private liability, what does it state about ""Damage and destruction of all kinds due to external causes""?",brochure-household-contents-and-private-liability,retrieval_only,,503,19054.061,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-033,"What coverage or rule is described for ""Owners and users of model aircraft and drones up to"" in brochure household contents and private liability?",brochure-household-contents-and-private-liability,retrieval_only,,503,18979.154,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-034,"How does brochure household contents and private liability describe ""Theft Plus insurance: Your sum insured is doubled for overnight""?",brochure-household-contents-and-private-liability,retrieval_only,,503,19203.42,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-035,"What does brochure household contents and private liability say concerning ""Private liability insurance Financial cover when misfortune strikes Household contents""?",brochure-household-contents-and-private-liability,retrieval_only,,503,18518.864,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-036,"According to brochure household contents and private liability, what does it state about ""Good to know Check your sum insured: if it’s less""?",brochure-household-contents-and-private-liability,retrieval_only,,503,21331.4,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-037,"What coverage or rule is described for ""Under supplementary policies for teachers, skiing and sports instructors and"" in brochure household contents and private liability?",brochure-household-contents-and-private-liability,retrieval_only,,503,21068.127,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
pdf-rag-038,"How does brochure household contents and private liability describe ""Household contents insurance All-round protection for your personal possessions Household""?",brochure-household-contents-and-private-liability,retrieval_only,,503,18958.639,,False,False,0,False,False,0.0,0,,,,,0,0,,False,False,
